Movie Title,movie_id,release_date,genres,casts,directors,writers,producers,plot_summary,votes,rating
judwaa,0119428,07 Feb 1997,Action & Comedy & Drama & Romance,"['Omkar Kapoor', 'Dalip Tahil', 'Tiku Talsania', 'Syed Khurshid', 'Shashi Kiran', 'Karisma Kapoor', 'Mukesh Rishi', 'Tabu', 'Salman Khan', 'Jack Gaud', 'Anupam Kher', 'Siddhant Kapoor', 'Divya Bharti', 'Shakti Kapoor', 'Ishrat Ali', 'Satish Shah', 'Ram P. Sethi', 'Bindu', 'Reema Lagoo', 'Kader Khan', 'Vikas Anand', 'Deepak Shirke', 'Sunita', 'Dinesh Hingoo', 'Sheetal Joshi', 'Kamaldeep', 'Mahavir Shah', 'Rambha']",['David Dhawan'],"['E.V.V. Satyanarayana', 'Rumi Jaffery']",['Sajid Nadiadwala'],"Mrs. Malhotra's (Reema Lagoo) twin sons were separated at birth, so now she only has one son beside her. Since then she has been in shock and confined to a wheelchair in the USA. Quiet and mature Prem (Salman Khan), one of the twins, returns to India with his father Mr. Malhotra (Dalip Tahil) and mother Mrs. Malhotra to marry outgoing and precocious Mala (Karishma Kapoor), who is the daughter of Mr. Sharma (Kader Khan). There Prem meets his identical twin brother Raja (also Salman Khan) who is a thief and also exactly the opposite in nature to Prem. A series of comic scenes result as a result of the twins getting together. Raja loves quiet and mature Roopa (Rambha) and both the girls are confused by the change they perceive in their respective lovers. To muddy the waters Tiger Ratanlal (Mukesh Rishi) has sworn vengeance against the Malhotra family for what they did to his father (Deepak Shirke).",5868.0,6.1
phas gaye re obama,1773015,03 Dec 2010,Comedy & Crime & Drama,"['Devender Chaudhry', 'Vishal', 'Sanjay Mishra', 'Mriganka', 'Imtiaz Bagvan', 'Ban Singh Rajput', 'Meena Sharma', 'A.R. Rana', 'Barbara Schaumbagh', 'Kavita Bajaj', 'Ranjan Chhabra', 'Surendra Rajan', 'Shanti Singh', 'Pragati Pandey', 'Roshni', 'Brijendra Kala', 'Preeti Kochar', 'Shashi Gunjal', 'Sushil Pandey', 'Sanjay Verma', 'Maya', 'Ganesh Kuma', 'Veena Kapur', 'Avantica', 'B. Manikpuri', 'Purnima', 'Iqbal Thakur', 'Amole Gupte', 'Roopesh Thapliyal', 'Amit Sial', 'Sumit Nijhawan', 'Preeti Kadam', 'Minisha Mendonca', 'Mujjama Raza', 'Alpa Joshi', 'Ishtiyak Khan', 'Pramod Pathak', 'Kuldeep Sareen', 'Sabrina Schaumburg', 'Pragati Pandey', 'Manu Rishi Chadha', 'Raja Sevak', 'Neha Dhupia', 'Dinesh Nag', 'V. Khan', 'Basant Sinha', 'Vivake', 'Rajat Kapoor']",['Subhash Kapoor'],"['Subhash Kapoor', 'Gopal Tiwari', 'Shellee']",['Ashok Pandey'],"Phase Gaye Re Obama is a comedy set against the backdrop of global recession/meltdown that originated in USA. The film traces the journey of OM Shashtri, an American citizen of Indian origin, who loses all his wealth overnight to the global recession & has been asked to vacate his home by the bank unless he pays up $100,000 (mortgaged amount) within 30 days. Seeing no other option Om comes to India to sell a small piece of an ancestral property. But within days of landing in India he is kidnapped by a 'recession-hit' underworld gang those who think that he is still a millionaire. What happens to Om, is he able to save his home, how did the 'poor' gangster cope with their 'poor' catch & what do small town Indian gangsters have to say to President Obama...is largely forms the rest of the story. The film, showcases how global recession/ meltdown impacted lives from an America based businessman to underworld dons in the dusty plains of small town India.",5369.0,7.5
taal (film),9248032,19 Nov 2019,Drama & Family & Fantasy & Musical,"['Paul Greene', 'Jane Seymour', 'Julia Burrows', 'Katie McGrath', 'Chloe Perrin', 'Devlin Stark', 'Ioan Gruffudd', 'Charles Shaughnessy', 'Jonathan Rayson', 'McClairen Eisenhour', 'Robert Picardo', 'Noelle E Parker', 'Delaney Dillan', 'Dick Van Dyke', 'Hayden Davis', 'Abigail Spencer', 'Reilly Anspaugh', 'Angela Lansbury', 'Roma Downey', 'Tom Rhoads', 'Rebecca Reaney', 'Alivia Clark', 'Robert Redford', 'John de Lancie', 'Kate Winslet']",['Tim Janis'],,"['Erik Standke', 'Elizabeth Demmer', 'Jinay Reitze']","Follow the heartwarming journey of two orphan girls whose only wish is to find a home for Christmas. With a little help from their guardian angels (Dick Van Dyke and Dame Angela Lansbury), they discover miracles really can happen when you believe.",437.0,5.4
happy bhag jayegi,5472758,19 Aug 2016,Comedy & Romance,"['Nilima Sharma', 'Javed Sheikh', 'Ayesha Raza', 'Anil Jatav', 'Jagat Rawat', 'Piyush Mishra', 'Rana Pratap Sengar', 'Ravi Sharma', 'Ashu Sharma', 'Surjeet Singh', 'Gaurav Dixit', 'Neetu Pande', 'Lankesh Bhardwaj', 'Sukhjeevan Randhawa', 'Momal Sheikh', 'Ali Fazal', 'Tasha Bhambra', 'Diana Penty', 'Abhay Deol', 'Manoj Bakshi', 'Jimmy Sheirgill', 'Manu Rishi Chadha', 'Kanwaljit Singh', 'Lankesh Bhardwaj']",['Mudassar Aziz'],['Mudassar Aziz'],"['ChandraPrakash Dubey', 'Bhavesh Patel', 'Aanand L. Rai', 'Shashikant Sinha', 'Mohammad S. Hyderabadwala', 'Nitin Dalvi', 'Himanshu Sharma', 'Krishika Lulla']","[""After fleeing an arranged marriage, a feisty Indian woman finds herself stranded in Pakistan where the ex-governor's son helps reunite her with her boyfriend.""]",5147.0,6.5
aarakshan,1848771,12 Aug 2011,Drama & Thriller,"['Seema Azmi', 'Gyanesh Pandey', 'Indira Tiwari', 'Sumeet Vyas', 'Nitosh N.', 'Rajeev Verma', 'S.M. Zaheer', 'Aanchal Munjal', 'Sonal Jha', 'Yashpal Sharma', 'Saurabh Shukla', 'Tanvi Azmi', 'Vinay Apte', 'Kamal Jain', 'Amitosh Nagpal', 'Gary Tantony', 'Amitabh Bachchan', 'Anita Kanwar', 'Rahul Jadhav', 'Chetan Pandit', 'Mukesh Tiwari', 'Shruti Singh', 'Darshan Jariwala', 'Prateik', 'Saif Ali Khan', 'Manoj Bajpayee', 'Deepika Padukone', 'Saurabh Nigam', 'Hema Malini']",['Prakash Jha'],"['Anjum Rajabali', 'Prakash Jha']","['Zaid Ali', 'Kamal R. Mishra', 'A.A. Nadiadwala', 'Firoz Nadiadwala']","Following the Mandal Commission report and the Supreme Court of India's decision to maintain a 27 percent reservation for Dalits and lower/backward castes, right-winged political parties organize protests. The Principal of Shakuntala Thakral Mahavidyalal, a non-government college which is exempt from this mandate, gets in the limelight when it's Principal, Prabhakar Anand, endorses the decision - much to the ire of the trustees as well as the newly appointed Vice-Principal Mithilesh Singh, who has invested Rs.1200 Crores in private coaching classes. Prabhakar refuses to change his stand and ends up tendering his resignation, taking his family, consisting of his wife, Kavita and daughter, Poorbi, to live near Shambhu Yadav's Tabela after they find their family home being taken over by Mithilesh's coaching classes. Attempts to evict Mithilesh's staff will be in vain and will not only end up alienating the family from everyone but Prabhakar will also be summoned and possibly arrested for vandalizing the premises of the coaching class and threatening it's staff.",5289.0,6.2
satyagraha (film),,,,,,,,,,
mujhse dosti karoge!,0272736,09 Aug 2002,Comedy & Drama & Family & Musical & Romance,"['Rani Mukerji', 'Nandini Seth', 'Athit Naik', 'Hrithik Roshan', 'Sachin Khedekar', 'Parikshit Sahni', 'Kareena Kapoor', 'Smita Jaykar', 'Barkha Singh', 'Raja Vaid', 'Himani Shivpuri', 'Kiran Kumar', 'Satish Shah', 'Uday Chopra', 'Maya Alagh']",['Kunal Kohli'],"['Kunal Kohli', 'Aditya Chopra']","['Pamela Chopra', 'Yash Chopra', 'Mahen Vakil', 'Navneet S. Jha', 'Uday Chopra', 'Aditya Chopra']","Pooja Sahani, Tina Kapoor and Raj Khanna are childhood inseparable friends who live in Simla, India. Raj loves Tina silently but prefer wait on the right moment to express his love. When Raj migrates to Great Britain he promises Tina that he will keep in contact with her via electronic mail; but Tina is least interested in the technologies world and instead asks Pooja to respond to Raj. When Raj returns to India years later all is reveal to him and the situations changes the lives of the three friends especially when Raj finds out that Pooja is the one who loves him and Tina is a different person all together.",5338.0,5.1
cheeni kum,0976026,25 May 2007,Comedy & Drama & Romance,"['Vinay Jain', 'Padmini Sardesai', 'Zoe Selah Smith', ""Alexx O'Nell"", 'Emma Haylan Hall', 'Krishna Bhatt', 'Tabu', 'Stephanie Page', 'Paresh Bramhbhatt', 'Swini Khara', 'Amitabh Bachchan', 'Annie Vanders', 'Jameel Khan', 'Shiva Kumar', 'Zohra Sehgal', 'Paresh Rawal', 'Phil Pritchard', 'Kanwal Toor', 'Madhura Shewade']",['R. Balki'],"['Manoj Tapadia', 'R. Balki']","['Sunil Manchanda', 'Sayed Faizan Hussain']","Grouchy, uptight 64-year-old Buddhadev Gupta lives a fairly wealthy lifestyle in London, England, along with his widowed TV and wrestling-addicted mom. He is the owner of Spice 6, one of London's top restaurants that specializes in Indian dishes. One day a customer, Nina Verma, complains about the zafrani pulao, and Buddhadev does not take it well, only to subsequently find out that the pulao was indeed imperfect. He decides to make amends to Nina and lends her his umbrella during a rainy day. Both subsequently become friends, fall in love, and decide to get married. She is introduced to Buddhadev's mom, who instantly approves of her. Nina, who lives in Delhi with her widower dad, cuts short her visit when her dad gets sick. Buddhadev and his mom also travel to India so that Buddhadev can ask for Nina's hand from her now-fully recovered dad. Buddhadev does meet with Nina's dad and, after considerable hesitation, does manage to ask for Nina's hand and is abruptly refused--for Nina is only 34 years of age, and Buddhadev is six years older than Nina's dad. When Nina and Buddhadev insist on getting married, her Gandhian dad decides to undertake a fast unto death (satyagraha). The question remains, will Buddhadev and Nina continue their relationship, and how will this satyagraha impact Mr. Verma's life?",5091.0,6.8
tashan (film),14443974,04 Apr 2021,Short,,['Vance Major'],['Vance Major'],,,,
bombay talkies (film),2797242,03 May 2013,Drama,"['Kayoze Irani', 'Aamir Khan', 'Sarah Hashmi', 'Pravina Bhagwat Deshpande', 'Shubhangi Bhujbal', 'Virendra Giri', 'Shahid Kapoor', 'Karisma Kapoor', 'Vidya Balan', 'Kartik Krishnan', 'Rani Mukerji', 'Priyanka Chopra Jonas', 'Khushi Dubey', 'Lavin Gothi', 'Naman Jain', 'Natasha Tendulkar', 'Kareena Kapoor', 'Naman Jain', 'Imran Khan', 'Nawazuddin Siddiqui', 'Saqib Saleem', 'Ayushmaan Saxena', 'Katrina Kaif', 'Sadashiv Amrapurkar', 'Amitabh Bachchan', 'Ranbir Kapoor', 'Diana Penty', 'Anil Kapoor', 'Ranveer Singh', 'Vijay Singh Parmar', 'Ishtiyak Khan', 'Shah Rukh Khan', 'Abhishek Banerjee', 'Saif Ali Khan', 'Farhan Akhtar', 'Swati Das', 'Sridevi', 'Randeep Hooda', 'Vineet Kumar Singh', 'Nishant Kumar', 'Abdul Quadir Amin', 'Madhuri Dixit', 'V. Khan', 'Ranvir Shorey', 'Juhi Chawla']","['Anurag Kashyap', 'Zoya Akhtar', 'Dibakar Banerjee', 'Karan Johar']","['Reema Kagti', 'Natasha Tendulkar', 'Zoya Akhtar', 'Anurag Kashyap', 'Satyajit Ray', 'Dibakar Banerjee', 'Karan Johar']","['Sooraj Khanna', 'Jyoti Kapur Das', 'Smriti Jain', 'Sahil Mehra', 'Vikas Chandra', 'Vikram Malhotra', 'Shaan Vyas', 'Deepak Bhanushali', 'Marijke Desouza', 'Meraj Shaikh', 'Deep Singh Kakkad']",['One hundred years of Hindi cinema is celebrated in four short stories showcasing the power of film.::L. Hamre'],5227.0,6.7
housefull 4,7721946,25 Oct 2019,Action & Comedy & Drama & Fantasy & Romance,"['Kriti Kharbanda', 'Saran Tiwari', 'Pooja Hegde', 'Karl-Martin Rantapelkonen', 'Victoria Rose Wilson', 'Archana Puran Singh', 'Prithvi Zutshi', 'Aakash Dabhade', 'Nutan', 'Martha Taylor', 'Ranjeet', 'Mohit Chhabra', 'Peter Jay', 'Victor Nita', 'Zoha Rahman', 'Perrie Kapernaros', 'Sunit Morarjee', 'Jim Quirke', 'Priya Tailor', 'Dimple Kumar', 'Chunky Panday', 'Vaunisha Kapoor', 'The Phoenix Pipes & Drums', 'Parikshit Sahni', 'Shyam Mashalkar', 'Mervi Koski', 'Cain Aiden', 'Nawazuddin Siddiqui', 'Johnny Lever', 'Akshay Kumar', 'Ro Ashika', 'Sonia Goswami', 'Vital Karia', 'Royal British Legion Band & Corps of Drums Romford', 'Manoj Pahwa', 'Jessie Jane Knowles', 'Kriti Sanon', 'Rana Daggubati', 'Nana Patekar', 'Saurabh Sachdeva', 'Joanna Shegera', 'Shakti Kapoor', 'Kuldeep N.', 'Mubarak Zeb', 'Sammy Jonas Heaney', 'Elena Roxana Maria Fernandes', 'Monica Wong', 'Gurnita Kaur Kahlon', 'Christian Di Sciullo', 'Sharad Kelkar', 'Sam Nagar', 'Komal Padwal', 'Jamie Lever', 'Chris Katako', 'Dev Barot', 'Bobby Deol', 'Chloe Rann', 'Samantha Sharon Watson', 'Riteish Deshmukh']",['Farhad Samji'],"['Sajid Khan', 'Sara Bodinar', 'Tasha Bhambra', 'Sajid Nadiadwala', 'Sparsh Khetarpal']","['Yogiraj Shetty', 'Ssunny Suraani', 'Manoj Mittra', 'Sajid Nadiadwala', 'Firuzi Khan', 'Harish Iyer', 'Rajeev Neelakanta']","In 1419 Sitamgarh, 3 couples are parted away due to an evil conspiracy. 600 hundred years later in 2019 in London, the couples's reincarnations meet again but this time each one of them is marrying the wrong person. How they come to realize about their true love is what forms the crux of the story.",11444.0,3.5
do dooni chaar,1714832,08 Oct 2010,Comedy & Drama,"['Chhattar', 'Raj Bajaj', 'Mohit Chadha', 'Deepanshu', 'Himanshu Kohli', 'Sarandeep Singh', 'Pushpanjali Sharma', 'Rishi Kapoor', 'Tanya Puneet', 'Supriya Shukla', 'Saransh Taneja', 'Ravi Kumar', 'Sunita Shirole', 'Lalit Jha', 'Manju Bhaugwa', 'Dhruv Jagasiya', 'Govind Pandey', 'Vinay Katiyar', 'Sneha', 'Aditi Vasudev', 'Shibani Puri', 'Tanya', 'Rahul', 'Arun Angrish', 'Rajat Bhalla', 'Rajesh Vivek', 'Khushil', 'Shivam Pradhan', 'Devendra Chaturvedi', 'Natasha Rastogi', 'Shiva', 'Deepti Kaushal', 'Vijayant', 'Rahul Arya', 'Raja Chaudhary', 'Monica Walia', 'Deepak Ochchaney', 'Amit Vaishisht', 'Jigar Mal', 'Neetu Singh', 'Sandhya Bhatia', 'Swati', 'Sarthak Gaur', 'Karun Punchi', 'Sumit Tyagi', 'Monika Misra', 'Harpreet Arora', 'Siddharth', 'Deepika Wadha Punchhi', 'Manju Bahuguna', 'Avtar Sahani', 'Jasbir Loyal', 'Simran Bakshi', 'Manoj Bakshi', 'Surender Bawda', 'Amelia', 'Rajinder Sharma Nanu', 'Prajvi Bagga', 'Sanjiv Chopra', 'Mohan Karthik', 'Lokesh Mittal', 'Pooja', 'Vaibhav Rajour', 'Sid Chauhan', 'Sandeep Arora', 'Lalit Kumar', 'Chandra Shekhar Loni', 'Varsha Chandnani', 'Gurbax Singh', 'Tarun Sharma', 'Raghav Kakkar', 'Yashika Dhawani', 'Akhilendra Mishra', 'Archit Krishna', 'Sanjay']",['Habib Faisal'],"['Habib Faisal', 'Rahil Qazi']","['Mohit Rastogi', 'Shubho Shekhar Bhattacharjee', 'Arati Raval', 'Arindam Chaudhuri', 'Tarun Revoo']","Delhi-based math teacher Santosh Duggal drives a scooter and lives in a small apartment along with his wife, Kusum; a collegian daughter, Payal; and a school-going son, Sandeep. He also moonlights with a tutoring center called Chatwal Coaching Class in order to make ends meet. Hoping to pacify his family with his income-tax refund, he will instead be compelled to give up its entire amount after his Meerut-based sister Urmi invites them over to a wedding. He borrows a car from a neighbor, Farooqui, and, after a rather dramatic trip, is forced to compensate him as the car gets damaged. Unable to bear taunts that he cannot afford a car, he decides to buy one. It is this decision that will force Payal to seek employment in a call center. Sandeep will confess that he has been gambling, which leaves Santosh with no alternative but to consider accepting bribes from students and risk being exposed on live TV.",5326.0,7.5
dil (1990 film),,,,,,,,,,
nil battey sannata,5005684,22 Apr 2016,Drama & Family,"['Sanjay Suri', 'Neha Prajapati', 'Riya Shukla', 'Swara Bhaskar', 'Pankaj Tripathi', 'Prashant Tiwari', 'Rc Pathak', 'Ganesh Kumar', 'Vishal Nath', 'Ratna Pathak Shah', 'Aditi Tailang']",['Ashwiny Iyer Tiwari'],"['Pranjal Choudhary', 'Ashwiny Iyer Tiwari', 'Neeraj Singh', 'Nitesh Tiwari']","['Ajay Rai', 'Akshay Thakker', 'Madhav Roy Kapur', 'Rati Shankar Tripathi', 'Pankaj Gupta', 'Sanjay Shetty', 'Shashikant Sinha', 'Aanand L. Rai', 'Rakesh Bhagwani', 'Amit Mehta', 'Kala Singh', 'Vishal Saheta', 'Kanupriya', 'Vishesh Agrawal', 'Alan McAlex', 'Nitesh Tiwari', 'Himanshu Sharma']","Appu is a class 10th student and is giving up on studies, because she knows her mother will not be able to provide for her higher studies. Her mother tries hard and even enrolled her for maths tuition but Appu thinks only children of rich parents become doctors or engineers and believes she'll end up being a maid too like her mother. But one day her mother gets a chance to continue her Education..",6312.0,8.3
one 2 ka 4,0227194,30 Mar 2001,Action & Comedy & Crime & Drama & Thriller,"['Raj Zutshi', 'Bharat Dabholkar', 'Dilip Joshi', 'Fatima Sana Shaikh', 'Akash Khurana', 'Jackie Shroff', 'Sahila Chaddha', 'Madhur Mittal', 'Jack Gaud', 'Baby Gazala', 'Shah Rukh Khan', 'Amar Pawaskar', 'Nirmal Pandey', 'Juhi Chawla', 'Suresh Chatwal', 'Keith Stevenson']",['Shashilal K. Nair'],"['Manoj Lalwani', 'Raaj Kumar Dahima', 'Sanjay Chhel']","['Nazir Ahmed', 'Bhagwan Raj']","Javed Abbas (Jackie Shroff) is a widowed police officer with four children. His partner is Arun Verma (Shahrukh Khan). Both Javed and Arun are honest, hard-working and diligent. This leads to the ""death"" of Javed in mysterious circumstances. After Javed's death, Arun takes over the responsibility of looking after his four children. He runs into several problems and decides to seek the help of Geeta Choudhary (Juhi Chawla), who readily agrees and moves in with him and the four children. The children take an instant liking to Geeta and things seem to settle down. One day Arun finds out that his former partner's death was really a homicide. When he attempts to investigate, charges of drug-trafficking and bribery are brought out against him. He also finds out that Geeta is not what she claims to be.",4951.0,5.4
pm narendra modi,9558612,24 May 2019,Biography & Drama,"['Jay Bhatt', 'Bhavik Bhojak', 'Suresh Oberoi', 'Darshan Kumaar', 'Dilipsinh Jhala', 'Akshat R Saluja', 'Yatin Karyekar', 'Prashant Narayanan', 'Sheila Gore', 'Manoj Joshi', 'Jimesh Patel', 'Rajeev Vashishth', 'Tushar Sadhu', 'Zarina Wahab', 'Imran Hasnee', 'Barkha Bisht', 'Vivek Oberoi', 'Navneet Gairola', 'Tareeq Ahmed Khan', 'Bsinngh', 'Anjan Srivastav', 'Boman Irani', 'Rajendra Gupta', 'Naresh Vohra']",['Omung Kumar'],"['Anirudh Chawla', 'Sandeep Singh', 'Vivek Oberoi', 'Harsh Limbachiyaa']","['Anand Pandit', 'Tosif Kazi', 'Sandeep Singh', 'Akib Khan', 'Zafar Mehdi', 'Ayush Bellore', 'Abhishek Ankur', 'Acharya Manish', 'Suresh Oberoi']","[""Biography of India's Prime Minister Shri Narendra Modi.::Spandan Sinha (spandan888)""]",6213.0,3.0
